Background,Clothing,Ear,Eyes,Face,Hair,Headgear,Mouth,Neck,Offhand,Special,Type,Unnamed: 0,image,name,num
Dark Blue,Rain Jacket,,Bored,,Orange Samurai,,Gaiter,,Shuriken,,Human,8651.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8651.png,Azuki #8651,8651
Off White A,Hoshi Jacket,,Closed,,Black Bangs,,Smirk,,Leather Katana,,Human,8652.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8652.png,Azuki #8652,8652
Off White C,Yellow Jumpsuit,,Pensive,Kabuki Facepaint,Gray Samurai,Cat Mask,Grass,Cat Headphones,Leather Katana,,Human,8653.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8653.png,Azuki #8653,8653
Dark Purple,Red Ninja Top,,Striking,,Maroon Bob,Horns,Frown,Chill Headphones,,,Human,8654.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8654.png,Azuki #8654,8654
Off White C,Black Kimono,,Lightning,,Blonde Long,,Relaxed,,,,Human,8655.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8655.png,Azuki #8655,8655
Red,Tank Top with Jacket,Chiyogami,Hopeful,,Green Flowy,,Whistling,,,,Human,8656.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8656.png,Azuki #8656,8656
Off White C,Rain Jacket,,Determined,,Maroon Half Bun,Black Bucket Hat,Lipstick,Sneakers,,,Human,8657.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8657.png,Azuki #8657,8657
Off White A,Blue Kimono,,Chill,Red Fang Face Paint,Indigo Fluffy,,Relaxed,,Earth,Earth,Human,8658.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8658.png,Azuki #8658,8658
Dark Purple,Kung Fu Shirt,,Determined,,Brown Half Bun,Sloth Baseball Cap,Pout,,,,Human,8659.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8659.png,Azuki #8659,8659
Dark Blue,White Yukata,Ear Cuffs,Chill,Round Blue Sunglasses,Green Samurai,,Pout,Koi Tattoo,,,Human,8660.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8660.png,Azuki #8660,8660
Off White A,Tank Top with Jacket,,Relaxed,Round Blue Sunglasses,Blonde Pixie,,Smirk,,Banner,,Human,8661.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8661.png,Azuki #8661,8661
Off White B,Bloody Bomber,Small Hoop,Careless,,Teal Long,,Closed,,,,Human,8662.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8662.png,Azuki #8662,8662
Off White B,Azuki Tech Jacket,,Chill,,Silver Long,,Scroll,,,,Blue,8663.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8663.png,Azuki #8663,8663
Cool Gray,Turquoise Kimono,,White,Round Purple Sunglasses,Blonde Pixie,,Frown,,,Fireflies,Human,8664.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8664.png,Azuki #8664,8664
Dark Blue,Blue Qipao,,Calm,Black Glasses,Silver Bun,,Frown,,Shinai,,Human,8665.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8665.png,Azuki #8665,8665
Off White B,Denim Jacket,,Closed,,Orange Swept Back,,Face Mask,,Katana,,Human,8666.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8666.png,Azuki #8666,8666
Off White D,Bloody Bomber,,Suspicious,Lipstick Kiss,Brown Long,,Chuckle,Chill Headphones,Lantern,,Human,8667.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8667.png,Azuki #8667,8667
Red,Frog Yukata,,Meditating,,Buzzcut,,Closed,,,,Human,8668.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8668.png,Azuki #8668,8668
Off White B,Stitched Samurai Armor,,Meditating,,Purple Spiky,,Closed,Chill Headphones,,,Human,8669.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8669.png,Azuki #8669,8669
Off White A,Fur Hoodie,,Chill,Round Blue Sunglasses,Indigo Disheveled,,Pout,,,,Human,8670.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8670.png,Azuki #8670,8670
Dark Blue,Turquoise Kimono with Bow,,Relaxed,,Blonde Hairband,,Chewing,,,Earth,Human,8671.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8671.png,Azuki #8671,8671
Off White B,Red Kimono,,Suspicious,,Brown Long,Broken Straw Hat,Meh,Chain,,,Human,8672.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8672.png,Azuki #8672,8672
Off White B,Red Floral Kimono,,Closed,Heart Eye Patch,Purple Pigtails,Chef Headband,Whistling,Zen Headphones,,,Human,8673.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8673.png,Azuki #8673,8673
Off White D,Cat Kigurumi,,Chill,,Buzzcut,,Pout,,Monk Staff,,Human,8674.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8674.png,Azuki #8674,8674
Off White D,Rain Jacket,,Determined,,Teal Hairband,,Smoking,,Bean Juice,,Human,8675.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8675.png,Azuki #8675,8675
Off White A,Vest,,Suspicious,,Fire,,Meh,,Fishing Rod,,Human,8676.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8676.png,Azuki #8676,8676
Off White C,Turquoise Kimono with Bow,,Concerned,,Black Bangs,,Surprised,,,,Human,8677.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8677.png,Azuki #8677,8677
Off White C,Shinto Robe,,Curious,,Blonde Messy,,Closed,,,,Human,8678.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8678.png,Azuki #8678,8678
Off White C,Kung Fu Shirt,Ear Cuffs,Meditating,,Powder Blue Swept Back,,Closed,,,,Human,8679.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8679.png,Azuki #8679,8679
Off White C,Frog Kigurumi,,Daydreaming,,Magenta Pigtails,,Grass,,Sakura Katana,,Human,8680.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8680.png,Azuki #8680,8680
Off White D,Frog Kigurumi,,Ruby,,Pink Flowy,,Smirk,,Bean Juice,,Human,8681.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8681.png,Azuki #8681,8681
Red,Light Kimono,Small Hoop,Closed,,Silver Long,Frog Headband,Not Bad,,,,Human,8682.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8682.png,Azuki #8682,8682
Off White C,Kimono with Jacket,Wu,Closed,Eye Patch,Orange Short Spiky,Chef Headband,Chuckle,,Zanbato,,Human,8683.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8683.png,Azuki #8683,8683
Off White C,Blue Kimono with Bow,,Striking,Red Fang Face Paint,Purple Bangs,,Wheat Straw,,,,Human,8684.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8684.png,Azuki #8684,8684
Off White B,Archer,,Calm,,Indigo Pixie,,Wheat Straw,,Sakura Katana,,Human,8685.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8685.png,Azuki #8685,8685
Off White C,Hoodie,Corded Earbuds,Glowing,,Teal Hairband,,Smoking,Choker,Golden Guitar,,Human,8686.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8686.png,Azuki #8686,8686
Off White C,Bumblebee Jacket,,Chill,Round Blue Sunglasses,Blue Short Spiky,Horns,Relaxed,,,,Human,8687.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8687.png,Azuki #8687,8687
Off White C,Blue Bikini,,Hopeful,,Orange Pixie,,Frown,,,,Human,8688.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8688.png,Azuki #8688,8688
Dark Purple,Yellow Bikini,,Calm,,Blonde Pixie,,Tongue Out,,Bokken,,Human,8689.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8689.png,Azuki #8689,8689
Dark Purple,Vegan Mink Coat,,Glowing,,Purple Half Bun,Yellow Kanzashi,Grin,,,,Human,8690.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8690.png,Azuki #8690,8690
Cool Gray,Frog Kigurumi,,Tired,Red Fang Face Paint,Brown Long,,Growl,,,,Human,8691.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8691.png,Azuki #8691,8691
Off White D,White Layered Yukata,,Closed,Eye Patch,Green Half Bun,,Closed,,Bat,,Human,8692.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8692.png,Azuki #8692,8692
Off White A,Red Ninja Top,,Calm,,Maroon Ponytail,,Scroll,,Fan,,Human,8693.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8693.png,Azuki #8693,8693
Red,Hoodie with Bag,,Joyful,,Silver Bob,Sandogasa,Chewing,,Boombox,,Blue,8694.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8694.png,Azuki #8694,8694
Off White A,Black Ninja Top,,Calm,,Blue Bun,,Grin,,,,Human,8695.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8695.png,Azuki #8695,8695
Off White B,Matsuri Happi,Sword,Chill,,Magenta Long,,Smirk,,Boombox,,Human,8696.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8696.png,Azuki #8696,8696
Off White D,Turquoise Kimono,,Daydreaming,,Silver Ponytail,,Chewing,,,,Red,8697.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8697.png,Azuki #8697,8697
Off White B,Black Bomber,Wu,Chill,,Brown Messy,,Stubble,Chill Headphones,Katana,,Human,8698.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8698.png,Azuki #8698,8698
Off White A,Blue Bomber,,Closed,Seer Eyeband,Blonde Long,,Smirk,,Sakura Katana,,Human,8699.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8699.png,Azuki #8699,8699
Off White C,Black Bomber,,Focused,,Brown Fluffy,Horns,Pout,,Katana,,Human,8700.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8700.png,Azuki #8700,8700
Off White D,Alpine Jacket,,Striking,,Blue Nightshade Half Bun,,Smirk,,Banner,,Human,8701.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8701.png,Azuki #8701,8701
Off White B,White Hoodie,,Tired,,Buzzcut,,Relaxed,,Banner,,Red,8702.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8702.png,Azuki #8702,8702
Off White A,White T-Shirt,,Careless,,Blonde Long,Red Panda Mask,Bubble Gum,,Lantern,Fire,Human,8703.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8703.png,Azuki #8703,8703
Off White B,White Blazer,Ear Cuffs,Curious,,Brown Disheveled,,Meh,,,,Human,8704.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8704.png,Azuki #8704,8704
Dark Purple,Red Qipao with Fur,,Calm,Bandaid,Brown Bangs,,Relaxed,,Umbrella,,Human,8705.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8705.png,Azuki #8705,8705
Off White D,Fur Hoodie,,Hopeful,,Purple Pigtails,,Smile,,Zanbato,,Human,8706.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8706.png,Azuki #8706,8706
Off White B,Brown Yukata,,Determined,Eye Scar,Maroon Half Bun,,Toothpick,,,,Human,8707.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8707.png,Azuki #8707,8707
Red,Maroon Yukata,Sloth,Tired,,Blue Spiky,,Bubble Gum,Koi Tattoo,Floorsweeper,,Human,8708.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8708.png,Azuki #8708,8708
Dark Blue,White Blazer,Skull Ear Cuffs,Curious,,Brown Samurai,,Relaxed,,Sakura Katana,,Human,8709.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8709.png,Azuki #8709,8709
Off White B,Turquoise Kimono,,Determined,Clear Glasses,Blonde Hairband,Straw Hat,Bubble Gum,Chill Headphones,Floorsweeper,,Human,8710.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8710.png,Azuki #8710,8710
Off White A,Turquoise Kimono,,Determined,,Brown Flowy,Distressed Beanie,Scroll,,,,Human,8711.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8711.png,Azuki #8711,8711
Off White A,Red Floral Kimono,,Closed,Eye Patch,Black Bangs,IKZ Baseball Cap,Smirk,,Bean Juice,,Human,8712.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8712.png,Azuki #8712,8712
Off White D,Blue Bomber,Square Stud,Closed,Ji Eyeband,Purple Bun,Yellow Kanzashi,Wheat Straw,,,,Human,8713.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8713.png,Azuki #8713,8713
Off White D,Kung Fu Shirt,,Careless,Bandaid,Green Fluffy,,Closed,,,,Human,8714.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8714.png,Azuki #8714,8714
Off White C,Matsuri Happi,,Pierced Eyebrow,,Indigo Messy,,Smoking,Koi Tattoo,Bean Juice,,Human,8715.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8715.png,Azuki #8715,8715
Off White D,Black Tech Jacket,,Closed,,Magenta Flowy,,Sleep Bubble,,Katana,,Human,8716.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8716.png,Azuki #8716,8716
Off White B,White Layered Yukata,Wu,Closed,,Orange Samurai,,Growl,,Bat,,Human,8717.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8717.png,Azuki #8717,8717
Off White C,Black Ninja Top,Blue Fan,Determined,Bandaid,Silver Bun,Purple Kanzashi,Frown,,Hand Seal,,Red,8718.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8718.png,Azuki #8718,8718
Red,Dress Shirt,,Focused,Bandaid,Green Teal Long,,Meh,,,,Human,8719.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8719.png,Azuki #8719,8719
Red,Suit with Turtleneck,,White,,Dreadlocks,,Growl,Golden Headphones,,,Human,8720.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8720.png,Azuki #8720,8720
Red,Lavender Kimono with Bow,,Determined,,Blonde Hairband,,Smirk,,Katana,Sakura,Human,8721.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8721.png,Azuki #8721,8721
Off White A,Suit with Turtleneck,,Determined,,Black Fluffy,Newsboy Cap,Not Bad,Zen Headphones,Kanabo,,Human,8722.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8722.png,Azuki #8722,8722
Off White B,Azuki Track Jacket,,Concerned,,Indigo Ponytail,Full Bandana,Tongue Out,,Talisman,,Human,8723.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8723.png,Azuki #8723,8723
Dark Purple,Azuki Sweater,,Curious,,Indigo Swept Back,,Whistling,Chill Headphones,Bat,,Human,8724.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8724.png,Azuki #8724,8724
Off White D,Dress Shirt,,Pensive,,Green Spiky,,Smoking,,Shuriken,,Human,8725.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8725.png,Azuki #8725,8725
Off White D,White T-Shirt,,Tired,,Powder Blue Swept Back,,Closed,Chill Headphones,Fan,,Human,8726.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8726.png,Azuki #8726,8726
Off White A,Light Armor,,Hopeful,,Brown Ponytail,,Lipstick,,,,Human,8727.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8727.png,Azuki #8727,8727
Dark Purple,Red Panda T-Shirt,,Daydreaming,,Blue Hairband,Backwards Cap,Whistling,,Zanbato,,Human,8728.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8728.png,Azuki #8728,8728
Red,Bumblebee Jacket,Wireless Earbuds,Joyful,Clear Glasses,Powder Blue Pigtails,Fur Bucket Hat,Toothpick,,,,Human,8729.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8729.png,Azuki #8729,8729
Cool Gray,Blue Floral Kimono,,Concerned,Black Glasses,Blonde Bun,Frog Mask,Chewing,,Banner,,Human,8730.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8730.png,Azuki #8730,8730
Off White D,Cloud Poncho,,Determined,Eye Scar,Brown Half Bun,,Grin,,Fan,,Human,8731.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8731.png,Azuki #8731,8731
Off White A,Bloody Bomber,,Bored,,Silver Short Spiky,,Smoking,,Gloves,Sakura,Red,8732.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8732.png,Azuki #8732,8732
Off White B,White Layered Yukata,,Tired,,Green Fluffy,,Closed,,Bokken,,Human,8733.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8733.png,Azuki #8733,8733
Off White A,Hoodie,,Calm,Red Stripes Face Paint,Purple Pigtails,Backwards Cap,Smile,Choker,,,Human,8734.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8734.png,Azuki #8734,8734
Off White C,Vegan Mink Coat,,Closed,,Blonde Short Spiky,,Grass,,Shuriken,,Human,8735.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8735.png,Azuki #8735,8735
Off White D,Alpine Jacket,,Closed,Sleep Mask,Indigo Messy,,Closed,Sneakers,,,Human,8736.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8736.png,Azuki #8736,8736
Off White B,Rain Jacket,,Meditating,,Brown Fluffy,,Wheat Straw,,,,Human,8737.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8737.png,Azuki #8737,8737
Off White A,Tank Top,,Amethyst,Round Blue Sunglasses,Blonde Flowy,,Frown,Koi Tattoo,Zanbato,,Human,8738.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8738.png,Azuki #8738,8738
Cool Gray,Frog T-Shirt,,Tired,,Blue Short Spiky,Frog Headband,Wheat Straw,,Lantern,,Human,8739.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8739.png,Azuki #8739,8739
Off White C,Kimono with Straw Hat,,Pensive,,Blonde Messy,Cat Baseball Cap,Smirk,Cat Headphones,,,Human,8740.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8740.png,Azuki #8740,8740
Off White C,Black Yukata,,Curious,Red Stripes Face Paint,Indigo Messy,Horns,Tactical Knife,,,,Human,8741.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8741.png,Azuki #8741,8741
Cool Gray,Bumblebee Jacket,,Determined,Eye Scar,Indigo Bangs,,Bubble Gum,,,,Human,8742.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8742.png,Azuki #8742,8742
Off White C,Lavender Kimono with Bow,,Amethyst,,Silver Dreadlocks,Yellow Kanzashi,Chewing,,Bat,,Blue,8743.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8743.png,Azuki #8743,8743
Dark Purple,Red Ninja Top,,Daydreaming,,Purple Bun,Yellow Kanzashi,Lipstick,,,,Human,8744.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8744.png,Azuki #8744,8744
Off White B,Lavender Kimono with Bow,,Striking,,Silver Hairband,Purple Kanzashi,Smirk,,,Sakura,Blue,8745.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8745.png,Azuki #8745,8745
Cool Gray,Shinto Robe,,Focused,,Brown Spiky,Red Panda Baseball Cap,Smoking,Chill Headphones,Fan,,Red,8746.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8746.png,Azuki #8746,8746
Off White C,Alpine Jacket,Ear Cuffs,Ruby,,Silver Ponytail,,Laughing,,,,Human,8747.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8747.png,Azuki #8747,8747
Off White B,Black Bomber,,Pensive,Reading Glasses,Purple Spiky,,Relaxed,,Coin,,Human,8748.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8748.png,Azuki #8748,8748
Off White D,Azuki Track Jacket,Pearl,Ruby,,Brown Flowy,Yellow Kanzashi,Smirk,,Hand Seal,,Human,8749.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8749.png,Azuki #8749,8749
